,FOV_row,FOV_col,x,y,r,R,G,B,R_max,G_max,B_max,lap_total,lap_max,numPixels,numSaturatedPixels,overlap,idx,URL,Annotation
13,10,9,1377,770,1.0,332.0,949.0,520.0,45.0,97.0,63.0,1656.0,320.0,25,0,0.475846751804553,237,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0009/1377_770.jpeg,Parasite
14,10,9,1048,671,1.0,271.0,751.0,448.0,47.0,93.0,67.0,1920.0,415.0,25,0,1.0,207,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0009/1048_671.jpeg,Parasite
15,10,9,1390,639,1.0,138.0,422.0,344.0,21.0,48.0,40.0,912.0,157.0,25,0,1.0,195,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0009/1390_639.jpeg,Parasite
16,10,8,21,1029,1.0,117.0,663.0,300.0,17.0,66.0,35.0,1036.0,141.0,25,0,0.899074074074074,227,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0008/21_1029.jpeg,Parasite
17,10,7,1241,345,1.0,46.0,279.0,301.0,8.0,35.0,39.0,646.0,128.0,25,0,0.0,97,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0007/1241_345.jpeg,Platelet
18,11,2,396,1366,1.0,276.0,1079.0,498.0,32.0,94.0,50.0,1702.0,154.0,25,0,0.9276848354020508,4338,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0002/396_1366.jpeg,Parasite
19,11,2,1237,1216,1.0,192.0,1201.0,1153.0,29.0,119.0,117.0,2218.0,350.0,25,0,0.7619795758051846,4195,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0002/1237_1216.jpeg,Platelet
20,11,2,438,721,1.0,53.0,1098.0,1040.0,7.0,79.0,72.0,974.0,152.0,25,0,0.0,2391,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0002/438_721.jpeg,Platelet
21,11,2,104,444,1.0,193.0,1383.0,1317.0,22.0,104.0,95.0,1662.0,173.0,25,0,0.1396474248185275,958,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0002/104_444.jpeg,Platelet
22,11,2,1010,374,1.0,181.0,1865.0,1589.0,16.0,134.0,119.0,2174.0,183.0,25,0,0.5215955983493811,729,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0002/1010_374.jpeg,Platelet
23,11,2,1379,261,1.0,116.0,791.0,825.0,17.0,73.0,75.0,1478.0,209.0,25,0,0.8775981524249422,387,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0002/1379_261.jpeg,Platelet
24,9,11,510,1243,1.0,332.0,889.0,458.0,50.0,102.0,62.0,2006.0,339.0,25,0,1.0,435,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0011/510_1243.jpeg,Parasite
25,10,4,215,1314,1.0,460.0,1462.0,729.0,49.0,121.0,69.0,2136.0,237.0,25,0,1.0,1686,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0004/215_1314.jpeg,Parasite
26,10,4,529,1144,1.0,142.0,1447.0,1320.0,19.0,125.0,113.0,2212.0,229.0,25,0,0.5421106909590925,1583,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0004/529_1144.jpeg,Platelet
27,10,4,925,1050,1.0,549.0,1945.0,1167.0,65.0,153.0,111.0,3072.0,398.0,25,0,1.0,1493,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0004/925_1050.jpeg,Parasite
28,10,4,1329,1047,1.5,267.0,3153.0,3214.0,34.0,171.0,179.0,2056.0,195.0,25,0,0.0,1488,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0004/1329_1047.jpeg,Platelet
29,10,4,22,1019,1.5,100.0,929.0,804.0,12.0,67.0,59.0,1116.0,112.0,25,0,0.2384069830878341,1451,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0004/22_1019.jpeg,Platelet
30,10,4,919,665,1.5,103.0,1522.0,977.0,11.0,82.0,54.0,882.0,93.0,25,0,1.0,660,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0004/919_665.jpeg,Platelet
31,9,10,1191,790,1.0,145.0,314.0,227.0,30.0,54.0,42.0,1030.0,284.0,25,0,0.9110787172011662,238,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0010/1191_790.jpeg,Parasite
32,9,10,160,62,1.0,101.0,307.0,182.0,16.0,36.0,24.0,634.0,110.0,25,0,1.0,12,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0010/160_62.jpeg,Parasite
33,10,3,512,1012,1.0,945.0,2309.0,1527.0,93.0,177.0,126.0,3992.0,433.0,25,0,1.0,1026,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0003/512_1012.jpeg,Parasite
34,10,3,625,566,1.5,51.0,867.0,611.0,7.0,60.0,45.0,640.0,112.0,25,0,0.3407455853499019,497,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0003/625_566.jpeg,Platelet
35,10,3,773,336,1.0,109.0,1035.0,826.0,20.0,101.0,83.0,1508.0,284.0,25,0,0.30761421319796955,272,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0003/773_336.jpeg,Platelet
36,9,8,743,627,1.0,287.0,1188.0,648.0,32.0,98.0,57.0,1852.0,270.0,25,0,1.0,145,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0008/743_627.jpeg,Parasite
37,9,8,908,48,1.0,91.0,218.0,147.0,17.0,34.0,24.0,668.0,149.0,25,0,0.8728070175438597,1,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0008/908_48.jpeg,Parasite
38,8,11,687,1313,1.0,201.0,603.0,355.0,27.0,60.0,40.0,1204.0,234.0,25,0,0.637618636755824,518,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0011/687_1313.jpeg,Parasite
39,8,11,1013,1197,1.0,272.0,678.0,450.0,35.0,72.0,49.0,1956.0,279.0,25,0,1.0,478,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0011/1013_1197.jpeg,Parasite
40,8,11,1320,639,1.0,320.0,1061.0,636.0,31.0,82.0,58.0,2074.0,228.0,25,0,0.6281606346058503,242,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0011/1320_639.jpeg,Parasite
41,8,10,1078,1358,1.0,270.0,784.0,518.0,30.0,67.0,47.0,1448.0,203.0,25,0,1.0,457,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0010/1078_1358.jpeg,Parasite
42,8,10,420,1164,1.0,294.0,813.0,473.0,44.0,85.0,63.0,1562.0,359.0,25,0,1.0,395,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0010/420_1164.jpeg,Parasite
43,8,10,170,1134,1.0,423.0,1153.0,635.0,55.0,113.0,74.0,2378.0,324.0,25,0,0.9136137494346448,389,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0010/170_1134.jpeg,Parasite
44,8,10,1085,806,1.0,297.0,1210.0,689.0,32.0,103.0,64.0,2002.0,275.0,25,0,0.8583788706739527,249,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0010/1085_806.jpeg,Parasite
45,8,10,28,686,1.0,477.0,1012.0,641.0,68.0,113.0,83.0,2418.0,339.0,25,0,0.9042253521126759,198,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0010/28_686.jpeg,Parasite
46,9,4,1256,35,1.0,351.0,803.0,500.0,55.0,94.0,69.0,2386.0,321.0,25,0,0.9885126964933496,15,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0004/1256_35.jpeg,Parasite
47,8,9,890,572,1.0,107.0,404.0,205.0,13.0,39.0,21.0,716.0,101.0,25,0,0.8086592178770949,155,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0009/890_572.jpeg,Parasite
48,10,2,946,552,1.0,675.0,2053.0,1332.0,90.0,195.0,146.0,3586.0,649.0,25,0,0.6332512315270936,794,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0002/946_552.jpeg,Parasite
49,10,2,357,232,1.0,656.0,2085.0,1132.0,69.0,157.0,96.0,2764.0,277.0,25,0,1.0,203,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0002/357_232.jpeg,Parasite
50,10,2,642,58,1.0,604.0,1514.0,882.0,105.0,177.0,129.0,3056.0,681.0,25,0,0.2936666666666667,43,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0002/642_58.jpeg,Parasite
51,10,2,908,24,1.0,204.0,513.0,327.0,49.0,85.0,66.0,1838.0,493.0,25,0,0.9722222222222222,12,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0002/908_24.jpeg,Parasite
52,8,8,427,1270,1.0,298.0,723.0,435.0,56.0,101.0,72.0,2018.0,443.0,25,0,0.9793956043956044,350,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0008/427_1270.jpeg,Parasite
53,8,8,1003,744,1.0,759.0,1823.0,1086.0,102.0,199.0,137.0,4302.0,632.0,25,0,0.9934569247546348,184,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0008/1003_744.jpeg,Parasite
54,8,8,1032,720,1.0,265.0,1050.0,545.0,46.0,116.0,76.0,2276.0,300.0,25,0,0.9365591397849462,174,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0008/1032_720.jpeg,Parasite
55,8,8,466,586,1.0,352.0,1015.0,566.0,53.0,111.0,73.0,2282.0,354.0,25,0,0.9974133471288154,133,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0008/466_586.jpeg,Parasite
56,11,1,1191,1228,1.0,416.0,1286.0,801.0,67.0,157.0,106.0,2876.0,620.0,25,0,1.0,6573,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0001/1191_1228.jpeg,Parasite
57,11,1,291,1105,1.5,3354.0,4553.0,4448.0,194.0,194.0,218.0,3000.0,391.0,25,22,0.8629704573047349,6250,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0001/291_1105.jpeg,Platelet
58,11,1,964,746,1.0,523.0,2452.0,2680.0,62.0,156.0,202.0,3662.0,313.0,25,5,0.9520778072502212,3424,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0001/964_746.jpeg,Platelet
59,11,1,112,618,1.0,68.0,1684.0,1475.0,11.0,114.0,94.0,1160.0,176.0,25,0,0.0,2197,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0001/112_618.jpeg,Platelet
60,11,1,304,384,1.0,725.0,2358.0,1307.0,80.0,190.0,123.0,3134.0,379.0,25,0,0.9783599088838268,942,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0001/304_384.jpeg,Parasite
61,11,1,1010,320,1.0,488.0,1892.0,1095.0,55.0,163.0,103.0,2344.0,450.0,25,0,0.16546762589928055,737,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0001/1010_320.jpeg,Parasite
62,11,1,631,114,1.0,123.0,1179.0,1005.0,16.0,92.0,80.0,1518.0,149.0,25,0,0.5158214130905938,222,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0011_0001/631_114.jpeg,Platelet
63,9,3,55,843,1.0,124.0,853.0,696.0,15.0,79.0,67.0,1336.0,175.0,25,0,1.0,1555,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0003/55_843.jpeg,Platelet
64,9,3,114,187,1.0,62.0,624.0,606.0,8.0,49.0,47.0,790.0,83.0,25,0,0.6609907120743034,137,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0003/114_187.jpeg,Platelet
65,9,2,1077,892,1.5,494.0,2612.0,1406.0,46.0,169.0,101.0,2302.0,315.0,25,0,1.0,2657,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0002/1077_892.jpeg,Parasite
66,9,2,12,220,1.0,555.0,1860.0,915.0,61.0,142.0,81.0,2286.0,251.0,25,0,0.07207207207207207,181,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0002/12_220.jpeg,Parasite
67,10,1,1198,860,1.0,561.0,2153.0,1244.0,53.0,168.0,109.0,2994.0,416.0,25,0,0.9845881758463872,3941,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0001/1198_860.jpeg,Parasite
68,10,1,954,849,1.0,426.0,1706.0,1487.0,81.0,191.0,173.0,3344.0,810.0,25,0,0.6623376623376623,3839,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0001/954_849.jpeg,Platelet
69,10,1,1054,683,1.0,250.0,1453.0,1146.0,39.0,142.0,120.0,2322.0,442.0,25,0,0.4594594594594595,2378,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0001/1054_683.jpeg,Platelet
70,10,1,713,553,1.0,178.0,1303.0,880.0,21.0,115.0,81.0,1860.0,299.0,25,0,0.4938585345192715,1368,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0001/713_553.jpeg,Platelet
71,10,1,1166,429,1.5,702.0,2400.0,1340.0,49.0,147.0,87.0,2602.0,272.0,25,0,1.0,668,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0001/1166_429.jpeg,Parasite
72,10,1,380,278,1.0,725.0,1267.0,903.0,132.0,179.0,149.0,4138.0,770.0,25,0,1.0,294,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0001/380_278.jpeg,Parasite
73,8,3,298,749,1.0,410.0,1426.0,808.0,65.0,143.0,94.0,2604.0,372.0,25,0,1.0,1191,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0003/298_749.jpeg,Parasite
74,8,3,701,204,1.0,229.0,1905.0,1590.0,30.0,154.0,133.0,2576.0,326.0,25,0,0.4170247046186896,115,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0003/701_204.jpeg,Platelet
75,8,3,987,16,1.5,115.0,968.0,909.0,12.0,78.0,66.0,1272.0,156.0,25,0,0.8488955823293173,7,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0003/987_16.jpeg,Platelet
76,9,1,885,892,1.0,109.0,1564.0,1345.0,15.0,128.0,113.0,1646.0,315.0,25,0,0.5728959575878065,2074,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0001/885_892.jpeg,Platelet
77,9,1,562,193,1.0,127.0,1506.0,1193.0,20.0,120.0,101.0,1884.0,219.0,25,0,0.0,141,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0001/562_193.jpeg,Platelet
78,8,2,616,1385,1.0,302.0,1072.0,589.0,37.0,98.0,60.0,1822.0,232.0,25,0,0.9373408048904738,1780,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0002/616_1385.jpeg,Parasite
79,8,2,1057,1077,1.5,356.0,2471.0,1039.0,35.0,151.0,80.0,1998.0,261.0,25,0,0.8740300051733058,1521,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0002/1057_1077.jpeg,Parasite
80,8,2,367,945,1.0,119.0,1322.0,1372.0,16.0,116.0,114.0,2424.0,195.0,25,0,0.0,1325,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0002/367_945.jpeg,Platelet
81,8,2,1297,940,1.0,440.0,1412.0,862.0,53.0,126.0,87.0,2616.0,351.0,25,0,1.0,1318,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0002/1297_940.jpeg,Parasite
82,10,0,1285,928,1.0,66.0,658.0,558.0,11.0,62.0,56.0,924.0,187.0,25,0,0.2535101404056162,2032,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0010_0000/1285_928.jpeg,Platelet
83,8,1,81,1358,1.0,96.0,460.0,446.0,12.0,44.0,41.0,872.0,134.0,25,0,0.7235528942115769,1335,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0001/81_1358.jpeg,Platelet
84,8,1,548,1333,1.0,761.0,1808.0,1097.0,111.0,191.0,137.0,3924.0,649.0,25,0,0.8906164757228587,1321,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0001/548_1333.jpeg,Parasite
85,8,1,978,96,1.0,149.0,584.0,526.0,30.0,80.0,72.0,1534.0,288.0,25,0,0.8276409849086577,57,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0008_0001/978_96.jpeg,Platelet
86,9,0,1159,1064,1.0,201.0,1366.0,1189.0,29.0,121.0,110.0,2158.0,309.0,25,0,0.09724238026124818,2683,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0000/1159_1064.jpeg,Platelet
87,9,0,389,750,1.0,173.0,1555.0,1295.0,26.0,143.0,121.0,2370.0,325.0,25,0,0.07145219980152166,1722,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0009_0000/389_750.jpeg,Platelet
88,7,10,43,1382,1.0,191.0,688.0,308.0,22.0,62.0,30.0,1048.0,123.0,25,0,0.95787700084246,463,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0010/43_1382.jpeg,Parasite
89,7,10,1154,1194,1.0,441.0,899.0,562.0,61.0,104.0,73.0,2312.0,346.0,25,0,0.9395373291272344,394,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0010/1154_1194.jpeg,Parasite
90,7,10,319,553,1.0,796.0,1412.0,915.0,103.0,155.0,110.0,3810.0,481.0,25,0,1.0,160,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0010/319_553.jpeg,Parasite
91,7,9,588,384,1.0,350.0,853.0,432.0,50.0,94.0,60.0,1638.0,305.0,25,0,0.9486238532110092,123,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0009/588_384.jpeg,Parasite
92,6,10,853,698,1.0,418.0,1281.0,726.0,51.0,116.0,73.0,2794.0,323.0,25,0,1.0,279,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0010/853_698.jpeg,Parasite
93,7,8,414,1059,1.0,296.0,894.0,516.0,44.0,97.0,63.0,1814.0,289.0,25,0,0.7901524032825322,301,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0008/414_1059.jpeg,Parasite
94,5,8,1340,109,1.0,197.0,396.0,293.0,28.0,44.0,36.0,1014.0,171.0,25,0,1.0,27,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0008/1340_109.jpeg,Parasite
95,5,8,1319,105,1.0,234.0,422.0,303.0,41.0,64.0,50.0,1448.0,299.0,25,0,1.0,26,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0008/1319_105.jpeg,Parasite
96,6,9,672,1343,1.0,217.0,745.0,392.0,30.0,74.0,44.0,1478.0,193.0,25,0,0.9512555391432792,387,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0009/672_1343.jpeg,Parasite
97,5,7,980,1263,1.0,267.0,543.0,359.0,57.0,89.0,69.0,1726.0,497.0,25,0,0.958939264328486,453,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0007/980_1263.jpeg,Parasite
98,5,7,807,1240,1.0,313.0,1049.0,563.0,44.0,104.0,64.0,1816.0,292.0,25,0,0.8155844155844156,449,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0007/807_1240.jpeg,Parasite
99,5,7,615,784,1.0,251.0,541.0,351.0,40.0,69.0,50.0,1574.0,262.0,25,0,0.0,232,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0007/615_784.jpeg,Parasite
100,4,11,1301,497,1.0,109.0,440.0,333.0,28.0,76.0,62.0,1444.0,334.0,25,0,0.0,133,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0004_0011/1301_497.jpeg,Platelet
101,6,7,747,1342,1.0,277.0,597.0,357.0,59.0,97.0,70.0,1794.0,496.0,25,0,1.0,270,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0007/747_1342.jpeg,Parasite
102,7,4,941,1281,1.0,59.0,374.0,372.0,8.0,36.0,37.0,754.0,127.0,25,0,0.5478260869565217,854,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0004/941_1281.jpeg,Platelet
103,7,4,440,1053,1.5,706.0,2122.0,1208.0,59.0,142.0,88.0,2884.0,338.0,25,0,1.0,718,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0004/440_1053.jpeg,Parasite
104,7,4,833,818,1.0,133.0,1347.0,1056.0,17.0,107.0,89.0,1520.0,217.0,25,0,0.4889589905362776,543,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0004/833_818.jpeg,Platelet
105,4,10,1312,883,1.0,343.0,1072.0,669.0,40.0,101.0,68.0,2206.0,197.0,25,0,1.0,295,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0004_0010/1312_883.jpeg,Parasite
106,4,10,800,679,1.0,357.0,1686.0,974.0,44.0,152.0,100.0,2756.0,308.0,25,0,1.0,233,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0004_0010/800_679.jpeg,Parasite
107,5,4,1294,1133,1.0,505.0,974.0,658.0,59.0,99.0,75.0,2706.0,447.0,25,0,1.0,717,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0004/1294_1133.jpeg,Parasite
108,5,4,1243,972,1.0,331.0,1163.0,642.0,47.0,116.0,76.0,2058.0,399.0,25,0,0.6830524344569289,617,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0004/1243_972.jpeg,Parasite
109,5,4,1392,924,1.0,122.0,421.0,490.0,22.0,56.0,62.0,1248.0,266.0,25,0,0.3388189738625363,582,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0004/1392_924.jpeg,Platelet
110,6,4,802,1006,1.5,1238.0,3009.0,1536.0,103.0,209.0,117.0,3816.0,435.0,25,0,1.0,722,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0004/802_1006.jpeg,Parasite
111,6,4,967,798,1.5,184.0,2818.0,2566.0,16.0,156.0,147.0,1672.0,171.0,25,0,0.16397270114942528,569,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0004/967_798.jpeg,Platelet
112,6,4,1329,518,1.0,147.0,800.0,766.0,22.0,77.0,74.0,1462.0,189.0,25,0,0.6164623467600701,341,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0004/1329_518.jpeg,Platelet
113,6,4,510,275,1.0,445.0,1217.0,652.0,48.0,106.0,63.0,2214.0,306.0,25,0,1.0,138,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0004/510_275.jpeg,Parasite
114,6,4,845,139,1.0,80.0,394.0,306.0,15.0,50.0,43.0,774.0,191.0,25,0,0.15128205128205127,60,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0006_0004/845_139.jpeg,Platelet
115,7,3,435,1192,1.0,781.0,1765.0,993.0,120.0,202.0,136.0,3678.0,722.0,25,0,1.0,881,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0003/435_1192.jpeg,Parasite
116,7,3,313,1185,1.0,241.0,1421.0,1076.0,26.0,127.0,96.0,2062.0,265.0,25,0,0.4868517165814463,874,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0003/313_1185.jpeg,Platelet
117,7,3,245,1080,1.0,911.0,2265.0,1449.0,107.0,202.0,146.0,4266.0,507.0,25,0,0.5764324324324325,813,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0003/245_1080.jpeg,Parasite
118,7,3,965,584,1.0,974.0,2143.0,1212.0,108.0,175.0,117.0,3948.0,476.0,25,0,1.0,401,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0003/965_584.jpeg,Parasite
119,7,3,112,533,1.0,205.0,1300.0,802.0,24.0,95.0,61.0,1514.0,168.0,25,0,0.14737754659731253,359,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0003/112_533.jpeg,Platelet
120,7,3,43,32,1.0,142.0,718.0,577.0,18.0,61.0,49.0,926.0,143.0,25,0,0.8051496172581768,19,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0007_0003/43_32.jpeg,Platelet
121,4,8,1261,1328,1.0,70.0,283.0,173.0,16.0,41.0,30.0,716.0,197.0,25,0,0.8897338403041825,481,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0004_0008/1261_1328.jpeg,Parasite
122,4,8,573,679,1.0,481.0,1456.0,713.0,47.0,119.0,68.0,2008.0,279.0,25,0,1.0,249,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0004_0008/573_679.jpeg,Parasite
123,5,3,1362,849,1.0,279.0,836.0,602.0,40.0,89.0,68.0,1474.0,303.0,25,0,1.0,534,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0003/1362_849.jpeg,Parasite
124,5,3,395,797,1.0,449.0,1875.0,1178.0,53.0,158.0,107.0,2576.0,343.0,25,0,0.15876641918903486,486,https://octopi201910.s3-us-west-1.amazonaws.com/3C/0005_0003/395_797.jpeg,Parasite
